EPR sent,EPR recv,Cast Vote,Votes Sent,Votes recv,Recorded votes
1589394791.705029,1589394791.8042839,1.0,1589394791.815219,1589394791.912639,0.0
1589394792.0616372,1589394792.1624901,0.1,1589394792.1734989,1589394792.26797,0.1
1589394792.399596,1589394792.497798,1.1,1589394792.51194,1589394792.6028821,0.1
1589394792.741279,1589394792.839346,0.1,1589394792.8508632,1589394792.947634,0.1
1589394793.120231,1589394793.2232902,0.1,1589394793.234405,1589394793.327583,1.0
1589394793.471266,1589394793.564949,1.1,1589394793.578136,1589394793.678735,1.1
1589394793.8086028,1589394793.908559,1.0,1589394793.919677,1589394794.0167592,1.0
1589394794.14959,1589394794.246806,1.0,1589394794.253547,1589394794.2551072,1.0
1589394794.570441,1589394794.665893,0.1,1589394794.6774259,1589394794.777518,0.1
1589394794.9018629,1589394795.007415,1.1,1589394795.0216808,1589394795.109974,1.0
1589394795.2503848,1589394795.350563,1.0,1589394795.363096,1589394795.455178,1.0
1589394795.602227,1589394795.7007701,1.0,1589394795.7118669,1589394795.807001,1.1
1589394795.981982,1589394796.079882,0.1,1589394796.0912042,1589394796.187225,0.1
1589394796.3181992,1589394796.421174,1.0,1589394796.432807,1589394796.530616,1.0
1589394796.663989,1589394796.762959,1.0,1589394796.774252,1589394796.8712478,1.0
1589394797.007113,1589394797.103976,0.0,1589394797.109998,1589394797.112443,0.0
1589405080.700811,1589405080.7819278,0.0,1589405080.7935412,1589405080.804841,0.0
1589405081.2767239,1589405081.37609,1.1,1589405081.4001868,1589405081.495371,1.1
1589405081.930515,1589405082.0252001,0.0,1589405082.032178,1589405082.049481,0.0
1589405082.606845,1589405082.62365,0.0,1589405082.629631,1589405082.716629,0.0
1589405083.320896,1589405083.400535,1.0,1589405083.428096,1589405083.526593,1.0
1589405084.0886998,1589405084.108799,1.0,1589405084.1231658,1589405084.205227,1.1
1589405085.4417841,1589405085.4562728,1.1,1589405085.486822,1589405085.547883,1.1
1589405086.168789,1589405086.260749,1.1,1589405086.280855,1589405086.383563,1.0
1589422039.744446,1589422039.846088,1.0,1589422039.856585,1589422039.949302,1.0
1589422040.105956,1589422040.210512,1.1,1589422040.225168,1589422040.312674,1.1
1589422040.4618812,1589422040.559336,0.0,1589422040.567287,1589422040.5681229,0.1
1589422040.7797592,1589422040.8785028,0.1,1589422040.889587,1589422040.987804,0.1
1589422041.150918,1589422041.253571,1.0,1589422041.264194,1589422041.359582,1.0
1589422041.493909,1589422041.593483,0.0,1589422041.59997,1589422041.702453,1.1
1589422041.827976,1589422041.9284842,1.1,1589422041.9426649,1589422042.034343,1.0
1589422042.170078,1589422042.270899,0.0,1589422042.27856,1589422042.374548,0.0
1589422042.5465758,1589422042.645289,1.0,1589422042.6569548,1589422042.751147,1.0
1589422042.885827,1589422042.989588,1.1,1589422043.004544,1589422043.092181,1.1
1589422043.230832,1589422043.329762,1.1,1589422043.345124,1589422043.436991,1.1
1589422043.573042,1589422043.6720572,1.0,1589422043.684481,1589422043.780797,1.0
1589422043.951665,1589422044.052423,1.1,1589422044.0661561,1589422044.155949,1.0
1589422044.293996,1589422044.390635,0.1,1589422044.4017751,1589422044.5043972,0.1
1589422044.649334,1589422044.7430131,0.0,1589422044.7477498,1589422044.7523851,0.0
1589422044.972925,1589422045.074825,1.0,1589422045.083921,1589422045.178397,0.1
1589422045.3504288,1589422045.453846,0.0,1589422045.460906,1589422045.554721,0.0
1589422045.687617,1589422045.785619,1.1,1589422045.800797,1589422045.8934011,1.1
1589422046.029684,1589422046.1339,1.0,1589422046.1435342,1589422046.238934,1.0
1589422046.3749802,1589422046.4755042,0.0,1589422046.481739,1589422046.5831628,0.0
1589422046.889042,1589422046.989917,0.1,1589422047.00172,1589422047.152096,0.1
1589422047.359118,1589422047.363843,0.0,1589422047.367658,1589422047.464253,0.0
1589422047.60489,1589422047.7113972,0.0,1589422047.718528,1589422047.812426,0.0
1589422047.9636989,1589422048.0625632,0.1,1589422048.073102,1589422048.170507,0.1
1589422048.360857,1589422048.460969,1.0,1589422048.474515,1589422048.5707579,1.0
1589422048.8368242,1589422048.8376498,1.1,1589422048.8484638,1589422048.93992,1.1
1589422049.072672,1589422049.17033,1.1,1589422049.1853912,1589422049.277107,0.0
1589422049.433295,1589422049.53461,0.0,1589422049.543066,1589422049.644259,0.0
1589422050.167414,1589422050.254299,0.1,1589422050.273993,1589422050.275073,0.1
1589422050.98128,1589422051.063252,1.0,1589422051.084318,1589422051.086653,1.0
1589422051.673137,1589422051.7600188,0.1,1589422051.777741,1589422051.780285,0.1
1589422052.266798,1589422052.361881,1.1,1589422052.386233,1589422052.4811342,1.1
1589422053.180799,1589422053.258332,1.1,1589422053.283554,1589422053.28609,1.1
1589422053.84383,1589422053.935956,0.1,1589422053.953519,1589422054.054364,0.1
1589422054.526837,1589422054.619539,0.0,1589422054.6288881,1589422054.630955,0.0
1589422055.1370728,1589422055.229059,0.1,1589422055.246132,1589422055.348934,0.1
1589422055.861957,1589422055.951591,0.1,1589422055.9686568,1589422056.0705228,0.1
1589422056.4810398,1589422056.574941,0.1,1589422056.5913029,1589422056.6929479,0.1
1589422057.1032372,1589422057.1864178,0.0,1589422057.1955268,1589422057.2078521,0.0
1589422057.674281,1589422057.772942,0.0,1589422057.780708,1589422057.885231,0.0
1589422058.389972,1589422058.474684,0.0,1589422058.483736,1589422058.495029,1.1
1589422058.96471,1589422059.049611,1.0,1589422059.066815,1589422059.068871,1.0
1589422059.5478,1589422059.6391208,1.1,1589422059.663088,1589422059.754348,1.0
1589422060.173546,1589422060.2762802,0.1,1589422060.293134,1589422060.384598,0.1
1589422060.8972428,1589422060.9881542,0.1,1589422061.004021,1589422061.109747,0.1
1589422061.5329762,1589422061.623286,1.0,1589422061.6402519,1589422061.741089,1.0
1589422062.1759858,1589422062.253309,0.1,1589422062.2717981,1589422062.281129,0.1
1589422062.758204,1589422062.848851,0.0,1589422062.858803,1589422062.862633,0.1
1589422063.4695501,1589422063.5556219,1.0,1589422063.57285,1589422063.576513,1.1
1589422064.0692968,1589422064.1587882,0.0,1589422064.166262,1589422064.1753721,0.1
1589422064.387135,1589422064.483056,0.1,1589422064.494402,1589422064.5921059,0.1
1589422064.721293,1589422064.82228,1.0,1589422064.8328478,1589422064.929219,1.0
1589422065.113371,1589422065.196384,0.0,1589422065.2036061,1589422065.217643,0.0
1589422065.41873,1589422065.5160651,1.1,1589422065.531177,1589422065.62461,1.1
1589422065.760097,1589422065.860995,0.1,1589422065.871648,1589422065.966486,0.1
1589422066.099298,1589422066.198831,1.1,1589422066.214078,1589422066.30482,1.1
1589422066.4821172,1589422066.4843771,1.0,1589422066.4904919,1589422066.585397,1.1
1589422066.710388,1589422066.810789,1.0,1589422066.8218482,1589422066.9154088,1.0
1589422067.050406,1589422067.150503,1.1,1589422067.165141,1589422067.2572029,1.1
1589422067.667524,1589422067.752956,1.1,1589422067.7772539,1589422067.877461,1.1
1589422068.379265,1589422068.4706502,1.0,1589422068.487873,1589422068.590383,1.0
1589422069.0133069,1589422069.103235,0.1,1589422069.121176,1589422069.222126,0.0
1589422069.638895,1589422069.722267,1.0,1589422069.7389991,1589422069.74473,1.0
1589422070.228298,1589422070.327887,1.1,1589422070.3520892,1589422070.441183,1.1
1589422070.974129,1589422071.069356,1.1,1589422071.097397,1589422071.187679,1.1
1589422071.773144,1589422071.858237,1.0,1589422071.875047,1589422071.8793669,1.0
1589422072.482561,1589422072.5746229,1.0,1589422072.592396,1589422072.6922932,1.1
1589422073.125283,1589422073.211872,1.1,1589422073.236049,1589422073.336869,1.1
1589422073.852718,1589422073.935345,0.0,1589422073.944492,1589422073.959954,0.0
1589422074.467363,1589422074.546096,0.1,1589422074.5629299,1589422074.5764449,0.0
1589422075.0720901,1589422075.141132,0.1,1589422075.1608498,1589422075.177332,0.1
1589422075.643413,1589422075.7352781,0.1,1589422075.7517738,1589422075.851465,0.1
1589422076.358967,1589422076.45239,0.1,1589422076.4690251,1589422076.566103,0.1
1589422077.00564,1589422077.086987,0.1,1589422077.10389,1589422077.110186,0.1
1589422078.1835241,1589422078.2738292,0.1,1589422078.291075,1589422078.390986,0.1
1589467087.320052,1589467087.420495,0.1,1589467087.43084,1589467087.5262861,0.1
1589467087.667818,1589467087.7644732,0.1,1589467087.7760699,1589467087.872161,0.1
1589467088.0070798,1589467088.101579,1.1,1589467088.116738,1589467088.2121868,1.1
1589467088.34497,1589467088.4466681,1.0,1589467088.4579468,1589467088.553025,1.0
1589467088.728417,1589467088.825263,0.0,1589467088.833194,1589467088.9374468,0.0
1589467089.0667698,1589467089.169041,1.1,1589467089.183184,1589467089.270426,1.1
1589467089.4164631,1589467089.517343,1.1,1589467089.532066,1589467089.628319,1.1
1589467089.798121,1589467089.809022,0.1,1589467089.815779,1589467089.904918,0.1
1589467090.088269,1589467090.186731,1.0,1589467090.196924,1589467090.291841,1.0
1589467090.432857,1589467090.5329778,0.0,1589467090.540158,1589467090.638744,0.1
1589467090.7754261,1589467090.877381,1.0,1589467090.888118,1589467090.982157,1.0
1589467091.123664,1589467091.220366,1.1,1589467091.235583,1589467091.3324502,1.1
1589467091.5080268,1589467091.5995588,0.1,1589467091.611349,1589467091.712638,0.1
1589467091.842794,1589467091.944698,1.1,1589467091.959021,1589467092.050949,1.1
1589467092.193418,1589467092.2950568,0.0,1589467092.302059,1589467092.402036,0.1
1589467092.53481,1589467092.637117,0.1,1589467092.648514,1589467092.742805,0.1
1589467092.918682,1589467093.012181,0.1,1589467093.023177,1589467093.024308,0.1
1589467093.2466009,1589467093.348207,1.0,1589467093.359016,1589467093.451535,1.0
1589467093.587852,1589467093.6898198,0.0,1589467093.696759,1589467093.795511,0.0
1589467093.929583,1589467094.028946,0.0,1589467094.036354,1589467094.137811,0.0
1589467252.130304,1589467252.232447,1.0,1589467252.242957,1589467252.335388,1.0
1589467252.4798532,1589467252.574118,0.1,1589467252.5856378,1589467252.586068,0.1
1589467252.799704,1589467252.900295,1.1,1589467252.916783,1589467253.006162,1.0
1589467253.145408,1589467253.2449338,0.1,1589467253.2560692,1589467253.3501492,0.1
1589467253.525803,1589467253.624217,1.1,1589467253.638667,1589467253.7317271,1.0
1589467253.8680372,1589467253.965149,0.1,1589467253.976442,1589467254.075246,1.1
1589467254.2134469,1589467254.3135202,1.0,1589467254.3243608,1589467254.420628,1.0
1589467254.56015,1589467254.6605928,0.0,1589467254.667606,1589467254.7652779,0.0
1589467254.943744,1589467255.0443661,1.0,1589467255.0553951,1589467255.150076,1.0
1589467255.286487,1589467255.387221,0.1,1589467255.398367,1589467255.493257,0.1
1589467255.6322272,1589467255.732067,0.0,1589467255.73938,1589467255.838421,1.1
1589467255.974541,1589467256.071241,1.1,1589467256.086876,1589467256.180317,1.1
1589467256.354508,1589467256.457485,0.0,1589467256.464739,1589467256.558186,0.0
1589467256.6959639,1589467256.796611,0.1,1589467256.8049479,1589467256.902085,0.1
1589467257.07322,1589467257.1765,1.0,1589467257.1880362,1589467257.2804239,1.0
1589467257.4170601,1589467257.518186,0.0,1589467257.524798,1589467257.622478,0.0
1589467257.796177,1589467257.8992589,0.1,1589467257.910796,1589467258.008116,0.1
1589467258.155051,1589467258.250459,1.1,1589467258.2631931,1589467258.358189,1.1
1589467258.497262,1589467258.602693,0.0,1589467258.609735,1589467258.70821,0.0
1589467258.844655,1589467258.9382029,1.0,1589467258.949771,1589467258.9510882,1.0
